No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (Year),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date
1816,EIRL,iShares MSCI Ireland Cppd Invstb Mkt Idx,Financial,Exchange Traded Fund,USA,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16,7.01,18.59,36.63,33.18,5.26,,0.35,0.74,1.17,3.95,9.01,20.41,-0.26,22.83,-0.26,40.6,74.55,-0.49,0.45,,28.06,0.7,26.41,-0.04,19720,
1817,EIS,iShares MSCI Israel Cap Invest Mkt Index,Financial,Exchange Traded Fund,USA,,,,,,,,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,3.19,5.5,20.66,3.86,2.03,,0.5,0.98,0.79,0.74,1.59,8.46,-1.83,9.75,-1.83,23.3,53.07,-0.33,-0.42,,19.46,0.61,42.75,-0.74,11913,
1818,EIV,Eaton Vance Municipal Bond Fund II,Financial,Closed-End Fund - Debt,USA,,,,,,,,,5.44,,,,,0,,,,,,,,,,,,1.03,,,,,,,,,,,-1.28,0.51,2.8,2.58,2.65,5.05,,0.23,0.94,1.48,0.03,0.32,2.65,-2.45,7.8,-2.45,9.98,48.37,-1.69,0.5,,27.56,0.56,13.93,-1.21,15361,
1819,EIX,Edison International,Utilities,Electric Utilities,USA,15238.13,,14.26,,1.19,1.29,14.11,,2.89,,-1.09,-102.74,1.55,-11.78,3.3,0.95,-35.59,6.49,325.81,325.32,0.03,69.27,79.1,-0.1,0.67,1.1,-0.53,-3.36,-0.58,1.05,0.93,1.16,1.25,27.45,-0.2,-2.03,0.47,4.98,0.69,5.15,17.72,3.5,0.58,0.57,1.12,1.24,1.4,3.71,4.95,-0.66,10.71,-1.74,19.5,60.46,-0.38,-0.17,2.2,1984.23,0.54,46.77,-0.55,1066488,2/26/2013 16:30
1820,EJ,E-House (China) Holdings Limited,Financial,Property Management,China,610.98,,15.24,,1.43,0.84,3.51,,2.7,,-0.94,-868.08,409.1,-12.8,34.45,48.3,93.85,24.96,117.95,116.35,4.87,,41.17,0.12,0.57,2.17,-9.42,-12.02,-13.1,3.44,,0,0,53.83,-23.76,-22.94,7.92,24.22,18,13.35,-9.76,26.34,2.03,0.27,6.39,5.07,10.08,26.05,5.07,-4.43,75.59,-31.93,75.59,65.19,3.6,0.81,2.3,306.88,1.4,5.18,4.44,429633,3/4/2013
1821,EL,Estee Lauder Companies Inc.,Consumer Goods,Personal Products,USA,24447.81,28.44,21.33,2.26,2.5,8.08,23.2,61.41,1.14,23.24,2.22,23.94,15.18,14.86,12.58,6.66,8.51,2.94,387.2,230.1,0.41,16.09,93.94,-0.24,2.7,3.43,13.41,31.92,19.23,2.14,1.59,0.44,0.45,79.57,13.74,9.01,0.46,8.96,1.53,20.63,6.64,5.48,1.33,0.91,0.93,1.53,1.19,4.57,7.26,-2.28,12.67,-3.75,26.76,58.32,-0.27,0.09,2.2,1809.74,1.15,63.14,-0.17,2075654,2/5/2013 8:30
1822,ELD,WisdomTree Emerging Markets Local Debt,Financial,Exchange Traded Fund,USA,,,,,,,,,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.66,0.19,2.95,7.13,8.49,-0.51,,0.22,0.22,0.45,-0.58,0.57,4.71,-1.56,3.15,-1.56,13.87,47.18,-0.21,-0.38,,240.55,1.45,53.01,-0.58,348052,
1823,ELGX,Endologix Inc.,Healthcare,Medical Instruments & Supplies,USA,970.91,,,,9.7,10.24,20.34,,,,-0.57,-340.86,82.6,0,,41.56,17.62,19.7,61.96,59.73,4.59,-48.89,96.48,0.96,9.91,13.33,-22.14,-38.32,-24.99,4.71,3.7,0,0,76.49,-32.62,-32.88,4.33,17.03,17.91,11.93,21.95,10.04,1.11,0.45,3.49,3.16,6.35,11.32,14.25,-0.06,29.61,-0.63,40.54,72.29,-0.06,0.32,1.5,443.93,1.23,15.67,0.26,544974,2/20/2013
1824,ELLI,"Ellie Mae, Inc. Common Stock",Technology,Application Software,USA,548.1,30.08,23.47,0.8,6.04,3.46,5.84,36.04,,0,0.71,360.25,-11.65,5.65,37.83,7.56,105.43,87.12,25.66,22.93,1.57,-11.04,85.63,0.09,7.26,2.61,12.66,14.9,14.23,6.59,,0,0,76.34,19,19.04,-22.02,-21.47,-7.49,9.26,276.72,-23.03,,1.54,5.42,5.68,-18.85,-15.73,-2.27,-30.17,0.42,-30.17,281.43,31.12,-3.7,-0.14,2.2,637.92,1.67,21.36,-3.83,1067860,2/14/2013 16:30
1825,ELLO,Ellomay Capital Ltd.,Utilities,Electric Utilities,Israel,69.92,21,,,7.86,0.85,1.87,,,0,0.31,63.69,,,,-39.9,86.67,173.7,10.74,2.62,,,,,0.12,0.41,2.59,3.86,3.31,1.95,,0.22,0.37,48.36,19.81,36.46,3.83,12.44,27.65,24,10.71,8.86,-0.14,0.09,0.13,1.21,5.37,10.25,15.98,0.46,30.2,-18.62,53.18,74.47,0,0.46,,7.74,0.03,6.51,0.46,200,
1826,ELMD,"Electromed, Inc.",Healthcare,Home Health Care,USA,10.95,,8.44,,0.6,0.73,7.4,,,,-0.02,-82.91,300,0,15,,-128.97,-25.05,8.11,5.14,4.13,13.56,3.95,,0.01,0.12,-0.63,-0.87,-0.78,4.21,3.59,0.09,0.22,70.95,0.32,-0.72,-6.9,-0.74,0,-39.73,-59.34,0,,0.06,4.48,2.97,-2.39,-8.19,-29.69,-33.5,11.57,-59.94,11.57,41.68,0,-2.88,2,5.67,0.8,1.35,-2.88,4533,2/12/2013
1827,ELN,"Elan Corporation, plc",Healthcare,Drug Delivery,Ireland,6092.29,,23.81,,5.28,10.14,7.53,,,,-0.67,270.12,207.5,23.86,1.45,17.33,-6301.53,9.74,594.95,483.75,,,51.61,0.25,2.05,3.4,-19.06,-51.13,-23,3.06,,1.02,1.02,45.46,-4.88,-34.2,2.4,1.29,-5.8,-11.95,-26.22,0.29,1,0.24,1.93,2.35,-0.96,-0.16,-13.73,-6.82,6.22,-32.94,6.22,49.75,-0.68,-0.19,2.5,2914.04,0.52,10.24,-0.87,1525015,2/8/2011 8:30
1828,ELNK,EarthLink Inc.,Technology,Telecom Services - Domestic,USA,699.11,61,,20.33,0.51,0.96,2.28,9.33,2.98,185.04,0.11,-57.37,-420,10.64,3,0.2,-81.23,-6.3,104.19,102.6,0.83,4.85,87.74,1.14,3.75,6.81,0.64,1.56,0.81,1.9,,0.88,0.89,52.72,5.78,0.85,4.68,4.52,0.75,0.9,-2.04,3.87,0.87,0.15,2.01,2.14,2.74,3.36,-4.34,-2.04,10.7,-20.2,14.66,61.67,1.21,0.15,1.8,564.46,0.91,6.71,1.36,511602,2/15/2013
1829,ELON,Echelon Corporation,Technology,Networking & Communication Devices,USA,98.15,,,,0.65,1.16,1.57,18.66,,,-0.3,59.19,-40,-43.69,26,22.26,-753.61,-33.68,43.05,31.6,0.94,8.01,24.86,-0.09,2.73,7.12,-9.73,-14.71,-11.97,4.55,4.04,0.22,0.25,40.58,-7.54,-8.67,-0.87,-10.94,-35.23,-27.39,-57.86,-6.94,1.23,0.14,5.28,6.09,-8.23,-9.38,-30.74,-26.45,10.14,-64.04,10.14,39.26,0.88,0,2.7,121.01,1.9,2.28,0.88,230042,2/8/2013
1830,ELOQ,"Eloqua, Inc.",Technology,Application Software,USA,809.81,,,,8.99,10.73,9.47,,,,-21.87,-190.6,72.2,0,,44.06,30.14,29.63,34.46,32.89,17.99,,84.85,0.9,1.35,1.94,-11.4,,-24.66,2.56,,0,0,71.36,-9,-9.95,-0.17,-0.21,12.93,,,-0.38,,0.35,0.2,0.53,-0.15,14.07,24.97,-1.47,49.59,-5.36,102.59,72.07,0.04,-0.04,2.4,229.51,1.38,23.5,0,317432,
1831,ELOS,Syneron Medical Ltd.,Healthcare,Medical Appliances & Equipment,Israel,332.85,,29.37,,1.32,1.54,2.87,,,,-0.41,-95.29,247.4,-62.73,35,14.31,94.32,5.54,35.41,32.78,7.43,,69.15,-0.29,0.44,1.34,-4.82,-6.36,-6.24,2.88,2.32,0,0,51.77,-5.65,-6.13,-0.32,7.06,-0.11,-8.74,-12.96,8.42,1.51,0.33,3.8,3.71,1.49,10.01,-3.21,-4.57,30.37,-20.14,30.37,59.22,-1.36,-1.35,1.5,107.21,2.49,9.4,-2.69,267149,2/4/2013
1832,ELP,Companhia Paranaense de Energia,Utilities,Electric Utilities,Brazil,4446.98,7.78,10.42,7.07,1.16,0.72,5.52,,,,2.09,17.2,16.42,2.48,1.1,10.69,21.88,10.76,273.66,123.03,,,24.59,-0.07,1.27,3.36,6.36,10.13,7.38,1.8,1.75,0.17,0.18,18.09,17.48,15.13,3.31,6.84,5.45,-15.28,-23.46,7.62,0.93,0.35,1.6,2.08,5.67,12.5,-10.53,-1.34,31.76,-36.28,31.76,70.77,0.25,-1.34,1,463.89,1.03,16.25,-1.1,475648,3/28/2011
1833,ELR,SPDR Dow Jones Large Cap,Financial,Exchange Traded Fund,USA,45.85,,,,,,,,1.95,,,,,,,,,,0.65,0.64,,,,,0,0,,,,,,,,,,,1.59,6.05,7.34,13.64,16.26,6.23,0.95,0.31,0.11,0.24,2.78,5.47,8.83,0.2,12.31,0.2,19.33,81.28,0.01,0.21,,1.23,5.35,70.53,0.22,6552,
1834,ELRC,Electro Rent Corp.,Services,Rental & Leasing Services,USA,358.32,16.05,13.45,1.07,1.42,1.62,35.76,,5.36,172.95,0.93,8.13,18.09,5.72,15,14.4,3.33,5.76,24,16.58,30.89,,63.06,-0.07,1.79,8.03,6.97,9.66,7.95,,,0,0,60.51,14.54,8.96,-4.72,1.7,0.67,-3.49,-2.86,-2.93,1.07,0.46,3.38,2.84,-1.14,2.48,0.91,-6.28,19.23,-14.37,22.57,50.93,0.95,0.89,1,36.97,2.09,14.93,1.84,77248,12/21/2012
1835,ELS,"Equity LifeStyle Properties, Inc.",Financial,REIT - Residential,USA,2979.65,98.52,32.11,11.23,4.27,3.26,20.84,,2.43,229.62,0.73,-48.91,91.45,-1.34,8.77,10.86,617.92,10.84,41.43,38.16,3.82,18.76,89.8,2.37,0.81,1.58,1.4,4.5,1.5,,,2.5,2.5,48.85,6.8,6.8,0.38,7.55,7.44,0.93,8.36,6.88,0.81,0.8,0.81,1.09,2.59,6.83,6.49,-0.77,14.59,-0.77,14.66,76.62,0.04,0.33,2,195.5,1.06,71.92,0.38,208000,1/28/2013 16:30
1836,ELSE,Electro-Sensors Inc.,Technology,Scientific & Technical Instruments,USA,12.88,20,,,2,1.21,1.38,184.03,4.21,85.84,0.19,10.7,,-19.3,,1.22,6.33,-3.98,3.39,1.66,60.37,,13.76,24.62,0.05,0.88,5.28,6.19,5.56,18.16,15.98,0,0,56.04,11.37,9.83,2.7,1.33,-6.63,-6.63,2.15,0.8,0.89,0.07,0.54,0.69,0.44,0.02,-3.68,-5,5.26,-11.94,16.73,51.29,2.43,-1.33,,0.88,2.06,3.8,1.06,1818,11/12/2012
1837,ELTK,Eltek Ltd.,Technology,Printed Circuit Boards,Israel,8.39,6.68,,,0.18,1.53,5.87,,,0,0.19,207.2,,39.24,,3.69,-76.44,-9.98,6.61,4.94,,,1.62,59.63,0.03,0.05,5.22,24.7,20.84,0.86,0.54,0.16,1.1,16.91,3.89,2.65,0,9.48,20.95,2.42,-4.51,15.45,1.01,0.06,4.04,4.11,5.66,9.82,6.07,-8.63,45.98,-24.85,45.98,59.16,-2.31,3.17,,27.94,0.2,1.27,0.79,5700,11/28/2012 8:30
1838,ELX,Emulex Corporation,Technology,Data Storage Devices,USA,655.34,,9.25,,1.3,1.13,3.52,54.75,,,-0.04,86.83,8.22,-4,6.75,1.31,108.72,0.73,89.65,88.19,12.74,0.44,88.59,5.74,3.47,3.51,-0.48,-0.57,-0.54,4.9,4.53,0,0,59.2,0.55,-0.65,-1.35,1.25,11.09,14.22,-21.57,0.14,1.71,0.18,2.11,2.45,0.32,3.91,1.77,-4.69,19.84,-34.67,24.96,51.71,-1.08,0.27,2.9,871.83,1.06,7.31,-0.81,920970,1/31/2013 16:30
1839,ELY,Callaway Golf Co.,Consumer Goods,Sporting Goods,USA,461.44,,650,,0.53,1.18,7.8,,0.62,,-1.93,-515.43,101.3,49.6,11.5,-2.73,-31.95,-14.63,70.99,70.08,0.18,45.57,93.1,-0.03,9.64,13.3,-15.91,-25.94,-19.89,3.11,1.72,0,0,31.9,-10.95,-13.27,2.2,2.36,9.98,19.71,1.88,0,1.28,0.13,1.87,2.24,0.55,0.98,7.99,-4.41,8.7,-10.34,26.36,53.66,1.56,0.47,1.8,507.86,0.68,6.5,2.04,343190,1/30/2013 16:30
1840,EMAN,eMagin Corp.,Technology,Semiconductor Equipment & Materials,USA,78.82,66.6,16.65,,2.6,2.18,4.98,27.95,,0,0.05,219.38,150,0,,29,-69.34,-9.11,23.67,16.44,0.01,-80.86,13.31,-252.08,0.72,2.33,4.37,3.92,4.94,6.01,5.32,0,0,53.15,7.35,5.55,-8.77,-4.58,-23.09,17.25,-25.17,-6.72,2.28,0.13,2.8,3.67,-5.68,-1.97,-2.88,-11.44,12.08,-31.27,27.03,41.95,-1.77,-1.45,1.5,51.11,1.45,3.33,-3.2,74358,11/5/2012
1841,EMB,iShares JPMorgan USD Emerg Markets Bond,Financial,Exchange Traded Fund,USA,,,,,,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.84,-1.14,-0.33,5.28,14.99,-1.32,,0.37,0.17,0.25,-0.88,-0.57,3.74,-2.31,1.03,-2.31,14.73,37.74,-0.32,0,,989.56,1.66,121.17,-0.32,1642530,
1842,EMC,EMC Corporation,Technology,Data Storage Devices,USA,53087.83,20.66,13.26,1.51,2.5,2.45,9.75,9.82,,0,1.22,24.72,12.43,15.37,13.64,12.39,3.52,5.98,2106.66,2100.16,0.5,12.74,82.38,0.14,2.18,2.3,8.26,13.61,12.05,1.15,1.03,0,0.08,62.43,18.04,13.39,3.58,-0.51,2.11,0.16,-1.91,-0.4,1.03,0.51,1.9,2.07,3.05,2.1,-1.78,-3.82,8.48,-16,10.67,60.25,0.08,-0.32,1.9,19897.6,1.08,25.2,-0.24,21432472,1/29/2013 8:30
1843,EMCB,WisdomTree Emer Mkts Corporate Bond ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,3.99,,,,,,,,,,,,,,,,,3.79,,,,,,,,,,,-0.2,0.92,2.19,8.71,,0.83,,0.44,0.81,0.51,0.22,1.34,6.41,-1.94,3.49,-1.94,15.97,59.62,-0.78,0.63,,10.79,1.35,81.25,-0.16,14531,
1844,EMCD,SPDR BofA ML EM Corp Bd ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,1.23,1.94,2.99,,1.17,,0.15,0.54,0.29,0.29,1.08,2.15,-6.69,2.23,-6.69,12.12,58.8,0,0,,2.07,0.39,32.06,0,0,
1845,EMCF,Emclaire Financial Corp.,Financial,Regional - Northeast Banks,USA,36.75,10.14,,,1.74,0.71,16.94,12.63,3.43,33.81,2.07,6.74,,4.98,,5.53,-35.19,-0.76,1.75,1.4,14.08,4.23,1.24,,0,0.11,0.81,8.82,,,,0.38,0.38,,25.41,19.77,0.48,3.7,-7.85,10.53,40.66,0.72,0.13,0.36,2.82,1.2,0.42,2.58,2.65,-8.66,8.39,-15.22,41.13,53.17,0,0,,0.53,0.17,21,0,0,1/24/2013
1846,EMCI,EMC Insurance Group Inc.,Financial,Property & Casualty Insurance,USA,327.15,9.54,13.72,1.91,0.64,0.83,2726.23,26.49,3.31,30.07,2.66,-106.76,-13.15,8.2,5,1.3,249.23,14.85,12.89,12.68,1.48,5.53,89.38,-12.88,0.73,6.61,2.7,9.15,,,,0,0.06,,8.99,6.73,0.28,12.75,16.42,28.51,17.55,6.28,0.56,0.79,1.91,3.31,3.09,10.49,22.58,-2.27,27.86,-2.27,37.5,63.87,0.48,0.32,2.3,14.06,2.73,25.38,0.79,38376,11/6/2012 8:30
1847,EMD,Western Asset Emerging Markets Income Fund Inc.,Financial,Closed-End Fund - Debt,USA,443.46,,,,,,,,6.58,,,,,,,,,,28.61,28.61,,,37.82,14.13,0.07,0.26,,,,,,,,,,,-0.51,2.04,-3.06,7.12,20.16,1.17,0.8,0.23,1.02,1.6,-0.23,0.84,4.62,-6,9.6,-6,20.11,50.18,-0.19,0,,73.87,0.68,15.5,-0.19,50244,
1848,EMDD,EGShares Emerg Mkts Domestic Demand ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,4.04,8.26,,,2.72,,0.15,0.26,0.23,1.47,4.81,7.87,-0.31,12.17,-0.31,17.32,69.23,0,0.04,,2.88,0.26,22.67,0.04,752,
1849,EMDI,iShares MSCI Emerging Markets Cons Disc,Financial,Exchange Traded Fund,USA,,,,,,,,,0.51,,,,,,,,,,,,,,,,,8.04,,,,,,,,,,,-1.9,-2.43,1.25,10.52,,-2.84,,0.18,0.09,0.07,-2.61,-1.22,3.61,-3.84,1.35,-9.85,16.98,30.57,-0.43,-1.89,,0.13,5.8,51.06,-2.31,735,
1850,EME,EMCOR Group Inc.,Industrial Goods,General Contractors,USA,2440.02,18.24,15.03,1.48,0.4,1.85,5.14,29.28,0.65,7.4,2.01,237.71,17.31,6.42,12.3,2.75,24.04,8.37,66.54,65.15,2.99,3.11,98.22,-0.2,2.2,4.16,4.67,10.65,8.13,1.55,1.43,0.12,0.12,12.69,3.8,2.26,3.5,6.88,30.64,40.77,29.48,5.95,1.64,0.59,1.81,1.58,4.51,8.28,24.57,2.06,18.08,2.06,46.44,72.12,2.29,0.5,2,344.39,1.55,36.67,2.8,533117,2/18/2013
1851,EMEY,iShares MSCI EM Energy Sector Capped,Financial,Exchange Traded Fund,USA,,,,,,,,,3.97,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,-0.83,1.33,1.43,8.84,,1.15,,0.58,0.22,0.93,-1.17,2.84,5.09,-11.66,8.78,-15.77,19.87,51.1,-0.29,0.34,,0.89,1.69,44.1,0.05,1500,
1852,EMF,"Templeton Emerging Markets Fund, Inc.",Financial,Closed-End Fund - Foreign,Singapore,375.01,,,,37.24,1.08,37500.57,,1.4,,-2.39,-196.78,,,,-4.02,-174.32,-7.41,18.09,18.09,,,21.77,-0.51,0.31,0.86,-11.55,-11.61,-11.6,,,0,0,,50.78,-429.75,0.44,7.58,12.85,25.64,5.87,3.65,1.56,0.27,1.5,1.36,1.14,6.67,14.23,-1.29,17.03,-2.38,29.29,67.17,0.44,-0.72,,65.54,0.64,20.73,-0.29,41824,
1853,EMFN,iShares MSCI Emerg Mrkts Financials Idx,Financial,Exchange Traded Fund,USA,,,,,,,,,5.39,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,-2.27,5.19,14.7,31.54,21.52,2.71,,0.73,1.87,2.29,0.76,6.83,18.63,-4.83,19.93,-4.83,37.26,55.91,1.07,-0.46,,3.89,1.78,28.4,0.6,6899,
1854,EMHY,iShares Emerging Markets High Yield Bond,Financial,Exchange Traded Fund,USA,,,,,,,,,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11,0.77,3.84,12.81,,0.5,,0.34,0.35,0.64,-0.05,1.49,8.06,-1.22,5.12,-1.22,19.89,59.33,-0.62,0.23,,25.55,2.46,55.99,-0.39,62846,
1855,EMI,Eaton Vance Michigan Municipal Income Trust,Financial,Closed-End Fund - Debt,USA,,,,,,,,,5.43,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,-1.87,2.09,2.91,5.91,11.24,2.98,,0.15,0.59,0.64,-0.23,-0.55,4.24,-4.26,3.43,-4.26,14.85,47.02,-0.42,-0.07,,5.4,0.67,14.15,-0.49,3600,
1856,EMIF,iShares S&P Emerging Mkts Infrastructure,Financial,Exchange Traded Fund,USA,,,,,,,,,2.36,,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,0.05,5.84,9.64,13.37,16.56,4.17,,0.33,0.75,0.83,1.82,6.45,11.07,-1.09,14.24,-1.09,25.48,69.62,-0.04,-0.14,,14.34,1.76,35.67,-0.18,25289,
1857,EMIS,"Emisphere Technologies, Inc.",Healthcare,Drug Delivery,USA,4.55,,,,45.51,,1.15,,,,-0.84,-37.9,,0,,-8.9,-29.15,-100,30.34,27.8,8.38,,30.9,-12.83,1.85,9.53,-238.05,,-13442.11,0.25,0.25,,,,-25539.58,-26604.17,7.14,0,-37.5,114.29,-37.5,-6.25,1.79,0.02,4.9,8,0.84,-10.13,-14.22,-37.5,15.38,-65.91,200,47.64,-3.23,6.9,2,54.1,0.8,0.15,3.45,43200,5/7/2009
1858,EMITF,Elbit Imaging Ltd.,Financial,Property Management,Israel,43.06,,,,0.16,0.34,0.03,,,,-4.14,-663.5,,0,,-9.23,70.06,-15.61,24.89,11.58,52.35,,1.1,-6.63,0.06,3.03,-5.23,-73.83,-9.28,2.46,2.45,6.99,11.41,11.92,-45.75,-47.61,0.58,-24.45,-28.22,-32.16,-40.55,-3.89,1.97,0.08,2.96,3.86,-5.21,-18.54,-26.91,-32.95,1.76,-52.99,1.76,34.41,1.76,0,,2.47,2.32,1.73,1.76,5730,3/28/2011
1859,EMJ,Eaton Vance New Jersey Municipal Bond Fund,Financial,Closed-End Fund - Debt,USA,,,,,,,,,4.99,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,-1.1,0.36,1.47,7.4,15.08,-3.43,,0.23,0.46,1.33,-2.46,-0.43,4.84,-5.46,4.86,-5.46,19.63,42.27,-0.03,-0.26,,6.77,0.74,15.62,-0.28,5009,
1860,EMKR,EMCORE Corporation,Technology,Semiconductor - Integrated Circuits,USA,151.95,,9.14,,0.93,2.04,16.79,,,,-1.66,-8,125,0,10,-0.7,55.13,-8.89,26.38,24.47,4.68,36.48,29.98,-123.43,5,10.07,-23.03,-46.78,-43.12,1.04,0.66,0,0.34,10.88,-21.75,-23.92,10.34,33.95,20.75,21.52,17.07,33.95,2.55,0.23,4.78,4.83,19.09,25.29,24.1,-0.52,47.31,-3.84,66.96,80.53,1.77,-1.74,2.3,121.58,2.02,5.76,0,245273,12/6/2012 16:30
1861,EML,Eastern Co.,Industrial Goods,Small Tools & Accessories,USA,100.39,12.04,,,0.63,1.33,5.63,24.31,2.48,28.98,1.34,-1.07,,-11.96,,0.63,51.55,9.85,6.22,5.41,1.02,0.03,49.77,-8.78,1.91,7.89,7.59,11.27,8.78,4.76,2.82,0.09,0.1,20.75,8.27,5.24,-1.77,1.7,-0.12,-11.8,-15.72,2.02,0.56,0.53,1.74,3.08,0.66,6.12,-8.09,-3.35,20.63,-37.49,20.7,54.41,0.37,1.84,,13.07,0.26,16.14,2.22,3412,2/6/2013
1862,EMLC,Market Vectors EM Local Curr Bond ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.44,0.88,3.63,8.57,10.14,-0.29,,0.13,0.3,0.44,-0.1,1.33,5.96,-0.69,4.9,-0.69,17.03,55.67,-0.11,-0.22,,566.56,2.37,27.37,-0.33,1341003,
1863,EMLP,First Trust North American Energy Infras,Financial,Exchange Traded Fund,USA,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,7.51,4.82,7.93,,6.53,,0.18,0.66,0.8,2.98,6,6.04,0.05,13.5,0.05,13.5,76.76,0.32,0,,95.25,1.17,22.19,0.32,111324,
1864,EMM,SPDR Dow Jones Mid Cap,Financial,Exchange Traded Fund,USA,81.78,,,,,,,,1.63,,,,,,,,,,1.15,1.15,,,,,1.74,2.23,,,,,,,,,,,2.03,8.22,12.36,21.4,16.93,7.6,1.16,0.56,0.57,0.68,3.77,7.57,13.15,-0.2,17.92,-0.2,26.09,82.12,-0.4,0.24,,8.96,2.38,71.11,-0.16,21331,
1865,EMMS,Emmis Communications Corp.,Services,Broadcasting - Radio,USA,74.92,,,,0.35,,6.7,,,,-0.52,182.78,,-30.37,1,-7.93,-98.61,-0.29,39.43,26.39,8.02,13.25,36.91,-0.14,0.2,0.61,-5.96,,-8.82,1.09,,,,19.88,8.36,-9,-1.55,11.76,-4.52,-6.86,150,-3.55,1.65,0.07,3.35,4.04,-0.55,3.78,6.49,-5.47,18.01,-26.07,179.41,50.94,-0.52,1.6,3,84.1,0.35,1.9,1.06,29854,1/10/2013 8:30
1866,EMMT,iShares MSCI Emerg Mrkts Materials Idx,Financial,Exchange Traded Fund,USA,,,,,,,,,3.26,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,-3.55,0.24,8.5,20.67,-0.75,0.05,,0.3,0.79,0.84,-2.64,2.79,9.51,-5.82,14.17,-6.61,22.24,45.89,-1.03,-0.88,,4.72,0.14,21.19,-1.9,660,
1867,EMN,Eastman Chemical Co.,Basic Materials,Chemicals - Major Diversified,USA,10985.89,17.56,11.33,1.91,1.43,3.65,46.35,23.37,1.68,25.08,4.08,59.67,17.47,12.34,9.19,1.15,-19.42,24.67,153.37,152.71,0.33,-3.8,86.97,-0.08,2.65,2.38,6.62,23.99,7.78,1.83,0.96,1.62,1.66,23,13.15,7.71,0.58,7.39,32.62,49.14,55.65,5.26,2.05,1.18,1.42,1.61,2.29,10.63,29.7,-0.67,31.69,-0.67,75.03,68.5,-0.35,-0.03,1.9,1700.75,0.68,71.63,-0.38,1157170,1/31/2013 17:00
1868,EMR,Emerson Electric Co.,Industrial Goods,Industrial Equipment & Components,USA,41453.9,21.38,14.43,2.2,1.7,4.03,17.51,34.06,2.86,59.5,2.68,-17.74,10.58,0.23,9.71,1.98,-60.78,2.37,723.58,721.02,0.37,-2.9,71.38,-0.04,1.1,2.21,8.49,19.02,11.98,1.42,1.12,0.37,0.51,40.01,12.76,8.29,2.5,8.77,22.08,27.65,13.54,8.18,1.24,0.77,1.25,1.37,4.1,9.39,17.06,-1.05,20.28,-1.05,33.55,75.61,-0.62,0.31,2.4,3609.01,0.61,57.29,-0.31,2219339,2/5/2013 8:30
1869,EMT,EGShares Emerging Markets Metals/Mining,Financial,Exchange Traded Fund,USA,2815.23,,,,,,,,4.15,,,,,,,,,,197.56,54.64,,,,,,,,,,,,,,,,,-3.26,-0.97,6.58,15.85,-13.64,-1.72,2.27,0.24,0.75,0.8,-3.3,1.58,4.82,-6.25,14.27,-18.42,17.96,44.33,0.71,-1.94,,3.7,1.01,14.25,-1.25,3725,5/7/2010
1870,EMXX,Eurasian Minerals Inc.,Basic Materials,Industrial Metals & Minerals,Canada,146.96,,,,261.12,1.98,,,,,-0.33,,,,,,,,72.04,59.27,,,,,0.14,0.94,,,,,,,,,,,0.49,0.49,-13.56,20,-15.7,-0.97,,0.06,2.9,2.72,-0.85,-0.87,-2.75,-8.11,6.81,-29.17,26.71,47.74,0.99,-0.49,,88.13,0.45,2.04,0.49,39289,
